,Unnamed: 0,Geography,Estimate!!Total!!Population 16 years and over,Estimate!!Employment/Population Ratio!!Population 16 years and over,Estimate!!Unemployment rate!!Population 16 years and over,Estimate!!Total!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,Estimate!!Total!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,Estimate!!Total!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,Estimate!!Total!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,Estimate!!Total!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,Estimate!!Total!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,Estimate!!Total!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),"Estimate!!Total!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Estimate!!Employment/Population Ratio!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Estimate!!Unemployment rate!!Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",Estimate!!Total!!Population 20 to 64 years,Estimate!!Employment/Population Ratio!!Population 20 to 64 years,Estimate!!Unemployment rate!!Population 20 to 64 years,NAME,STATE,SCHOOL DISTRICT (UNIFIED),District,NCESDist,year,SCHOOL DISTRICT (ELEMENTARY),SCHOOL DISTRICT (SECONDARY)
21,22,9500000US0617850,50895,61.5,7.1,40725,62.5,6.4,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,35921,65.8,7.2,8669,45.9,7.3,42008,69.9,7.3,"Hueneme Elementary School District, California",6,,Hueneme Elementary School District,617850,2018,17850.0,
22,23,9500000US0635590,58345,56.4,7.7,40852,58.7,5.4,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,35760,59.4,5.0,39320,69.7,5.5,"Santa Cruz City Elementary School District, California",6,,Santa Cruz City Elementary School District,635590,2018,35590.0,
23,24,9500000US0623430,53245,61.2,5.2,29879,64.6,5.2,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,13383,45.9,8.4,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,24132,68.7,6.2,11533,58.7,2.8,40929,72.5,5.1,"Magnolia Elementary School District, California",6,,Magnolia Elementary School District,623430,2018,23430.0,
24,25,9500000US0635970,81398,67.2,5.1,59725,66.1,5.7,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,10771,66.0,2.7,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,20098,70.9,6.5,46830,65.9,4.5,64879,77.6,4.8,"Saugus Union Elementary School District, California",6,,Saugus Union Elementary School District,635970,2018,35970.0,
25,26,9500000US0629580,96833,55.1,7.5,38807,51.2,9.4,12849,43.0,11.3,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,37308,61.7,5.5,-999999999,-999999999.0,-999999999.0,59416,60.0,6.5,19539,45.7,11.4,73295,68.2,6.6,"Palmdale Elementary School District, California",6,,Palmdale Elementary School District,629580,2018,29580.0,
26,27,9500000US0638220,48889,64.4,6.1,34278,64.0,6.2,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,20769,63.5,4.7,38224,73.3,6.6,"Sulphur Springs Union Elementary School District, California",6,,Sulphur Springs Union Elementary School District,638220,2018,38220.0,
27,28,9500000US0614730,96656,62.7,5.7,56753,61.4,4.2,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,24044,64.6,6.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,31062,67.9,4.7,37005,58.1,3.3,74444,75.5,5.0,"Fullerton Elementary School District, California",6,,Fullerton Elementary School District,614730,2018,14730.0,
28,29,9500000US0604800,70474,66.5,4.9,13563,58.3,3.2,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,46522,68.5,5.5,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,55776,77.9,4.7,"Berryessa Union Elementary School District, California",6,,Berryessa Union Elementary School District,604800,2018,4800.0,
29,30,9500000US0607200,76267,67.0,3.0,49587,64.9,2.2,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,16716,66.2,4.5,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,40129,62.9,2.1,59668,80.4,2.9,"Campbell Union Elementary School District, California",6,,Campbell Union Elementary School District,607200,2018,7200.0,
30,31,9500000US0634920,113011,66.3,4.6,59765,63.6,5.3,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,36364,70.3,3.3,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,16847,68.9,6.2,50629,63.2,4.4,85139,81.4,4.5,"San Mateo-Foster City Elementary School District, California",6,,San Mateo-Foster City Elementary School District,634920,2018,34920.0,
31,32,9500000US0602610,164380,66.4,4.1,107815,66.0,4.8,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,24392,61.0,3.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,102422,69.3,4.6,32059,61.1,3.7,131348,77.6,3.7,"Anaheim Elementary School District, California",6,,Anaheim Elementary School District,602610,2018,2610.0,
32,33,9500000US0624600,69163,49.3,13.2,46029,50.1,11.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,33619,51.7,14.4,23040,47.9,8.9,48913,62.0,10.9,"Merced City Elementary School District, California",6,,Merced City Elementary School District,624600,2018,24600.0,
33,34,9500000US0632130,86791,69.1,3.6,58066,67.3,4.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,36921,69.4,4.7,38579,67.0,3.1,67143,79.6,3.5,"Redwood City Elementary School District, California",6,,Redwood City Elementary School District,632130,2018,32130.0,
34,35,9500000US0625130,91217,54.1,10.6,71405,54.1,9.8,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,45790,55.7,11.8,34121,52.2,8.8,72230,64.2,10.6,"Modesto City Elementary School District, California",6,,Modesto City Elementary School District,625130,2018,25130.0,
35,36,9500000US0638670,55046,54.8,5.7,43526,53.8,6.2,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,31088,50.4,6.0,39417,69.7,5.4,"Sylvan Union Elementary School District, California",6,,Sylvan Union Elementary School District,638670,2018,38670.0,
36,37,9500000US0642120,59420,52.5,3.6,40935,55.2,4.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,29839,55.6,4.5,45222,64.2,3.5,"Westside Union Elementary School District, California",6,,Westside Union Elementary School District,642120,2018,42120.0,
37,38,9500000US0606390,102582,59.0,6.6,70544,60.0,7.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,8702,56.4,12.5,-999999999,-999999999.0,-999999999.0,44282,63.5,7.7,36265,55.1,7.0,78493,71.4,6.0,"Panama-Buena Vista School District, California",6,,Panama-Buena Vista School District,606390,2018,6390.0,
38,39,9500000US0629220,95863,61.7,4.7,73926,59.7,5.3,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,9490,71.7,3.8,-999999999,-999999999.0,-999999999.0,64421,63.9,4.7,21474,54.4,5.6,73861,74.4,4.1,"Oxnard Elementary School District, California",6,,Oxnard Elementary School District,629220,2018,29220.0,
39,40,9500000US0633600,79674,60.8,4.4,64605,59.1,4.7,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,10723,59.2,3.8,56688,59.2,4.6,58505,76.8,3.7,"Roseville City Elementary School District, California",6,,Roseville City Elementary School District,633600,2018,33600.0,
40,41,9500000US0610290,109484,60.7,2.6,32291,57.8,2.6,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,72494,62.0,2.6,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,29229,55.8,3.0,82652,75.5,2.5,"Cupertino Union Elementary School District, California",6,,Cupertino Union Elementary School District,610290,2018,10290.0,
41,42,9500000US0637380,63817,51.5,9.6,47781,48.3,11.1,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,42358,53.3,10.8,12761,41.2,8.9,49014,63.1,8.4,"South Bay Union School District, California",6,,South Bay Union School District,637380,2018,37380.0,
42,43,9500000US0612750,58937,59.7,4.3,50796,58.5,3.7,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,49371,57.9,3.9,40434,78.3,4.4,"Encinitas Union Elementary School District, California",6,,Encinitas Union Elementary School District,612750,2018,12750.0,
43,44,9500000US0612880,137294,60.0,3.8,105990,60.8,2.8,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,61862,67.2,4.1,56063,54.3,3.1,103118,72.8,3.4,"Escondido Union Elementary School District, California",6,,Escondido Union Elementary School District,612880,2018,12880.0,
44,45,9500000US0628140,79657,65.9,3.8,51852,64.1,3.3,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,13227,58.6,5.2,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,19413,75.0,5.8,43321,63.2,2.1,60041,80.4,4.0,"Ocean View Elementary School District (Orange County), California",6,,Ocean View Elementary School District (Orange County),628140,2018,28140.0,
45,46,9500000US0608610,244339,60.3,8.6,165088,60.1,10.2,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,40541,60.6,3.2,-999999999,-999999999.0,-999999999.0,17568,64.7,6.6,-999999999,-999999999.0,-999999999.0,145458,62.3,10.7,45179,54.3,5.9,190808,72.7,8.0,"Chula Vista Elementary School District, California",6,,Chula Vista Elementary School District,608610,2018,8610.0,
46,47,9500000US0630990,67250,60.6,4.7,54547,60.8,4.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,17333,69.5,7.2,41364,56.9,3.4,45077,78.0,4.9,"Pleasant Valley Elementary School District, California",6,,Pleasant Valley Elementary School District,630990,2018,30990.0,
47,48,9500000US0612090,66604,55.9,7.0,27089,52.1,8.4,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,23944,52.2,6.1,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,36600,61.0,7.8,-999999999,-999999999.0,-999999999.0,49651,70.2,6.8,"El Monte City School District, California",6,,El Monte City School District,612090,2018,12090.0,
48,49,9500000US0638460,75440,75.2,3.3,31009,71.2,3.7,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,35248,77.1,2.2,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,21159,70.5,3.6,64869,84.5,3.1,"Sunnyvale Elementary School District, California",6,,Sunnyvale Elementary School District,638460,2018,38460.0,
49,50,9500000US0616680,59129,71.5,3.0,25433,70.5,1.5,15901,74.0,5.1,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,31906,73.3,1.8,-999999999,-999999999.0,-999999999.0,49167,82.6,2.9,"Hawthorne Elementary School District, California",6,,Hawthorne Elementary School District,616680,2018,16680.0,
50,51,9500000US0612960,77827,64.0,4.3,38823,63.6,4.4,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,31002,58.3,4.4,23240,68.6,4.2,61950,75.4,4.4,"Etiwanda Elementary School District, California",6,,Etiwanda Elementary School District,612960,2018,12960.0,
51,52,9500000US0613140,81658,58.7,4.9,19339,51.6,6.1,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,47996,60.8,4.1,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,16792,62.1,6.3,12427,49.0,5.2,58146,75.0,4.8,"Evergreen Elementary School District, California",6,,Evergreen Elementary School District,613140,2018,13140.0,
52,53,9500000US0635810,-999999999,-999999999.0,-999999999.0,38488,63.8,5.5,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,32458,63.1,2.5,-999999999,-999999999.0,-999999999.0,"Santa Rosa Elementary School District, California",6,,Santa Rosa Elementary School District,635810,2018,35810.0,
53,54,9500000US0603630,140021,55.0,10.4,100704,54.7,10.5,11451,44.7,21.8,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,18447,61.4,6.8,-999999999,-999999999.0,-999999999.0,83813,59.1,9.3,38606,48.8,10.6,110388,63.9,10.5,"Bakersfield City School District, California",6,,Bakersfield City School District,603630,2018,3630.0,
54,55,9500000US0627810,88969,67.9,3.7,45165,67.1,4.2,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,28244,70.7,1.7,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,27997,69.9,5.4,25061,64.8,4.1,71962,79.4,3.9,"Oak Grove Elementary School District, California",6,,Oak Grove Elementary School District,627810,2018,27810.0,
0,1,9600000US0635830,171523,63.4,4.5,117490,61.0,5.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,33394,71.9,4.8,-999999999,-999999999.0,-999999999.0,53080,70.7,6.6,102148,59.7,3.8,123554,77.6,3.9,"Santa Rosa High School District, California",6,,Santa Rosa High School District,635830,2018,,35830.0
1,2,9600000US0601650,100398,56.8,3.0,77341,55.2,3.4,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,14575,63.1,1.2,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,73192,54.7,2.8,66183,74.0,3.1,"Acalanes Union High School District, California",6,,Acalanes Union High School District,601650,2018,,1650.0
2,3,9600000US0606019,88360,53.2,5.9,64466,53.8,5.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,11309,39.5,11.4,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,18707,65.6,4.4,54027,51.2,5.6,57518,70.1,4.5,"Santa Barbara Unified School District (7-12), California",6,,Santa Barbara Unified School District (7-12),606019,2018,,6019.0
3,4,9600000US0634980,197804,67.1,4.5,99138,62.5,5.1,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,66001,70.9,3.7,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,32361,70.7,4.6,83904,61.8,4.7,150180,81.6,4.2,"San Mateo Union High School District, California",6,,San Mateo Union High School District,634980,2018,,34980.0
4,5,9600000US0633980,136318,60.4,5.1,49842,60.4,5.1,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,9365,51.8,4.6,-999999999,-999999999.0,-999999999.0,71860,60.9,4.9,-999999999,-999999999.0,-999999999.0,99188,62.4,5.5,25466,55.7,3.8,104807,71.3,5.3,"Salinas Union High School District, California",6,,Salinas Union High School District,633980,2018,,33980.0
5,6,9600000US0636600,80061,49.6,8.5,69283,48.7,7.6,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,65326,48.2,7.2,57090,62.5,8.3,"Shasta Union High School District, California",6,,Shasta Union High School District,636600,2018,,36600.0
6,7,9600000US0618060,266958,60.8,3.9,158412,60.7,3.5,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,72499,55.1,3.4,-999999999,-999999999.0,-999999999.0,21873,76.4,5.1,-999999999,-999999999.0,-999999999.0,49748,67.5,6.1,133739,60.7,2.7,194212,77.4,3.7,"Huntington Beach Union High School District, California",6,,Huntington Beach Union High School District,618060,2018,,18060.0
7,8,9600000US0633630,153707,61.5,3.5,119586,60.8,4.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,19713,63.2,2.3,104330,60.3,4.1,111513,78.6,2.9,"Roseville Joint Union High School District, California",6,,Roseville Joint Union High School District,633630,2018,,33630.0
8,9,9600000US0642510,212478,62.6,5.4,152884,62.3,5.9,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,24698,61.1,3.1,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,65096,66.4,4.9,109741,61.8,5.7,166464,72.7,5.4,"William S. Hart Union High School District, California",6,,William S. Hart Union High School District,642510,2018,,42510.0
9,10,9600000US0610860,53770,44.8,10.9,34743,45.0,12.8,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,38605,49.4,11.0,-999999999,-999999999.0,-999999999.0,43248,52.8,10.9,"Delano Joint Union High School District, California",6,,Delano Joint Union High School District,610860,2018,,10860.0
10,11,9600000US0618930,129185,68.2,4.0,44725,62.7,5.6,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,64571,70.6,3.6,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,26130,72.3,3.1,31951,60.1,6.5,98429,82.5,3.9,"Jefferson Union High School District, California",6,,Jefferson Union High School District,618930,2018,,18930.0
11,12,9600000US0635110,62501,61.2,2.5,44547,62.1,3.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,36816,60.4,3.7,44553,77.2,2.5,"San Rafael City High School District, California",6,,San Rafael City High School District,635110,2018,,35110.0
12,13,9600000US0638640,393289,55.5,8.2,271882,55.3,9.5,17862,46.6,7.7,-999999999,-999999999.0,-999999999.0,57938,56.1,2.8,-999999999,-999999999.0,-999999999.0,28698,62.0,6.6,12549,52.5,8.7,243976,57.8,9.9,67388,49.0,6.0,304721,67.6,7.5,"Sweetwater Union High School District, California",6,,Sweetwater Union High School District,638640,2018,,38640.0
13,14,9600000US0614430,184924,66.6,2.9,63300,64.4,3.2,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,107742,66.9,2.5,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,18233,75.8,3.8,50388,62.0,3.3,147521,79.5,2.8,"Fremont Union High School District, California",6,,Fremont Union High School District,614430,2018,,14430.0
14,15,9600000US0602820,283465,50.9,6.9,158110,50.9,6.3,39306,37.1,15.2,-999999999,-999999999.0,-999999999.0,12816,55.5,1.0,-999999999,-999999999.0,-999999999.0,60682,59.6,6.0,-999999999,-999999999.0,-999999999.0,136042,54.2,5.6,88679,51.8,7.3,213664,63.0,6.4,"Antelope Valley Union Joint High School District, California",6,,Antelope Valley Union Joint High School District,602820,2018,,2820.0
15,16,9600000US0612910,140370,59.9,3.8,108582,60.5,2.9,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,62677,66.9,4.1,57928,54.2,3.2,105233,72.8,3.4,"Escondido Union High School District, California",6,,Escondido Union High School District,612910,2018,,12910.0
16,17,9600000US0621600,100223,60.7,4.7,67725,61.1,3.6,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,10409,57.5,6.5,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,56808,61.1,4.0,70749,76.3,4.8,"Liberty Union High School District, California",6,,Liberty Union High School District,621600,2018,,21600.0
17,18,9600000US0607230,183048,67.8,2.7,116555,66.3,2.2,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,43365,68.6,3.5,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,28931,73.3,2.3,96900,64.8,2.4,143076,80.4,2.8,"Campbell Union High School District, California",6,,Campbell Union High School District,607230,2018,,7230.0
18,19,9600000US0614760,203955,64.5,5.1,110672,62.6,4.5,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,51713,66.0,4.3,-999999999,-999999999.0,-999999999.0,29262,70.2,5.5,-999999999,-999999999.0,-999999999.0,80106,68.0,5.4,65299,59.2,3.8,156844,77.9,4.7,"Fullerton Joint Union High School District, California",6,,Fullerton Joint Union High School District,614760,2018,,14760.0
19,20,9600000US0616230,384331,59.2,5.2,302003,59.2,4.9,20495,63.5,6.4,-999999999,-999999999.0,-999999999.0,21957,54.4,6.1,-999999999,-999999999.0,-999999999.0,18768,61.1,6.9,16081,58.5,6.0,90534,64.2,4.4,236379,57.4,5.3,292878,71.9,5.0,"Grossmont Union High School District, California",6,,Grossmont Union High School District,616230,2018,,16230.0
20,21,9600000US0635670,115026,62.9,5.2,94889,62.6,5.6,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,-999999999,-999999999.0,-999999999.0,71307,67.8,5.9,34741,53.7,4.3,87728,74.4,5.6,"Santa Maria Joint Union High School District, California",6,,Santa Maria Joint Union High School District,635670,2018,,35670.0
