,District,year,ENR_TOTAL,Percent Change,NCESDist
90753,Arvin Union,2017,3050,0.726552179656539,0603270
144880,Arvin Union,2018,3087,1.2131147540983607,0603270
217318,Arvin Union,2019,3086,-0.032393909944930355,0603270
40473,Atascadero Unified,2015,4700,,0603300
86571,Atascadero Unified,2016,4634,-1.4042553191489362,0603300
98190,Atascadero Unified,2017,4683,1.0574018126888218,0603300
154679,Atascadero Unified,2018,4735,1.1103993166773436,0603300
217491,Atascadero Unified,2019,4636,-2.0908130939809926,0603300
43122,Atwater Elementary,2015,4899,,0603420
81421,Atwater Elementary,2016,4964,1.3268013880383753,0603420
107336,Atwater Elementary,2017,5073,2.1958098307816276,0603420
153639,Atwater Elementary,2018,5125,1.0250344963532427,0603420
218019,Atwater Elementary,2019,4978,-2.8682926829268296,0603420
43486,Auburn Union Elementary,2015,2040,,0603480
83299,Auburn Union Elementary,2016,2035,-0.24509803921568626,0603480
105398,Auburn Union Elementary,2017,2002,-1.6216216216216217,0603480
155238,Auburn Union Elementary,2018,1869,-6.643356643356643,0603480
216791,Auburn Union Elementary,2019,1883,0.7490636704119851,0603480
41685,Azusa Unified,2015,8865,,0603600
75755,Azusa Unified,2016,8756,-1.2295544275239707,0603600
107808,Azusa Unified,2017,8253,-5.744632252169941,0603600
150686,Azusa Unified,2018,7979,-3.320004846722404,0603600
210034,Azusa Unified,2019,7701,-3.484145882942725,0603600
42515,Baker Valley Unified,2015,125,,0603610
76832,Baker Valley Unified,2016,124,-0.8,0603610
111063,Baker Valley Unified,2017,139,12.096774193548388,0603610
150081,Baker Valley Unified,2018,134,-3.597122302158273,0603610
210284,Baker Valley Unified,2019,130,-2.9850746268656714,0603610
42210,Bakersfield City,2015,30222,,0603630
81091,Bakersfield City,2016,30372,0.4963271788763153,0603630
108888,Bakersfield City,2017,30699,1.0766495456341367,0603630
152799,Bakersfield City,2018,30782,0.27036711293527477,0603630
210524,Bakersfield City,2019,30793,0.03573516990448963,0603630
41778,Baldwin Park Unified,2015,18346,,0603690
71507,Baldwin Park Unified,2016,17673,-3.6683745775645917,0603690
109353,Baldwin Park Unified,2017,16625,-5.929949640694845,0603690
151529,Baldwin Park Unified,2018,15874,-4.5172932330827065,0603690
209612,Baldwin Park Unified,2019,15221,-4.113644954012851,0603690
43586,Ballard Elementary,2015,124,,0603720
70616,Ballard Elementary,2016,129,4.032258064516129,0603720
100105,Ballard Elementary,2017,131,1.550387596899225,0603720
137034,Ballard Elementary,2018,132,0.7633587786259541,0603720
208995,Ballard Elementary,2019,143,8.333333333333332,0603720
43112,Ballico-Cressey Elementary,2015,382,,0603750
74633,Ballico-Cressey Elementary,2016,373,-2.356020942408377,0603750
101167,Ballico-Cressey Elementary,2017,367,-1.6085790884718498,0603750
140430,Ballico-Cressey Elementary,2018,372,1.3623978201634876,0603750
209249,Ballico-Cressey Elementary,2019,383,2.956989247311828,0603750
40453,Bangor Union Elementary,2015,111,,0603780
73753,Bangor Union Elementary,2016,87,-21.62162162162162,0603780
98796,Bangor Union Elementary,2017,76,-12.643678160919542,0603780
139162,Bangor Union Elementary,2018,98,28.947368421052634,0603780
209720,Bangor Union Elementary,2019,103,5.1020408163265305,0603780
40698,Banning Unified,2015,4527,,0603840
87375,Banning Unified,2016,4534,0.15462778882261982,0603840
99331,Banning Unified,2017,4517,-0.37494486104984565,0603840
140734,Banning Unified,2018,4613,2.125304405578924,0603840
211696,Banning Unified,2019,4569,-0.9538261435074789,0603840
41122,Banta Elementary,2015,1202,,0603870
89819,Banta Elementary,2016,770,-35.94009983361065,0603870
103414,Banta Elementary,2017,851,10.519480519480519,0603870
136278,Banta Elementary,2018,872,2.4676850763807283,0603870
211985,Banta Elementary,2019,882,1.146788990825688,0603870
43757,Barstow Unified,2015,6020,,0604020
83324,Barstow Unified,2016,6145,2.0764119601328903,0604020
104201,Barstow Unified,2017,6223,1.2693246541903986,0604020
140834,Barstow Unified,2018,6339,1.8640527076972522,0604020
212226,Barstow Unified,2019,6429,1.419782300047326,0604020
44187,Bass Lake Joint Union Elementary,2015,865,,0604080
82068,Bass Lake Joint Union Elementary,2016,891,3.005780346820809,0604080
102246,Bass Lake Joint Union Elementary,2017,898,0.7856341189674524,0604080
138527,Bass Lake Joint Union Elementary,2018,891,-0.779510022271715,0604080
211584,Bass Lake Joint Union Elementary,2019,903,1.3468013468013467,0604080
43865,Bassett Unified,2015,3789,,0604110
86852,Bassett Unified,2016,3688,-2.6656109791501716,0604110
102740,Bassett Unified,2017,3607,-2.1963123644251628,0604110
137622,Bassett Unified,2018,3517,-2.4951483227058495,0604110
211055,Bassett Unified,2019,3403,-3.241398919533694,0604110
45051,Bayshore Elementary,2015,386,,0604200
77116,Bayshore Elementary,2016,368,-4.66321243523316,0604200
103043,Bayshore Elementary,2017,378,2.717391304347826,0604200
179275,Bayshore Elementary,2018,379,0.26455026455026454,0604200
211400,Bayshore Elementary,2019,381,0.5277044854881267,0604200
43967,Bear Valley Unified,2015,2296,,0604230
45330,Bear Valley Unified,2016,2523,9.886759581881535,0604230
102537,Bear Valley Unified,2017,2489,-1.3476020610384463,0604230
180417,Bear Valley Unified,2018,2456,-1.3258336681398153,0604230
211544,Bear Valley Unified,2019,2387,-2.809446254071661,0604230
44859,Beardsley Elementary,2015,1782,,0604260
53439,Beardsley Elementary,2016,1810,1.5712682379349048,0604260
102270,Beardsley Elementary,2017,1908,5.414364640883978,0604260
174138,Beardsley Elementary,2018,1915,0.3668763102725367,0604260
222261,Beardsley Elementary,2019,2010,4.960835509138381,0604260
44661,Beaumont Unified,2015,9588,,0604290
50165,Beaumont Unified,2016,9933,3.598247809762203,0604290
104530,Beaumont Unified,2017,10294,3.6343501459780527,0604290
176740,Beaumont Unified,2018,10715,4.089761025840295,0604290
222640,Beaumont Unified,2019,14696,37.1535230984601,0604290
45154,Bella Vista Elementary,2015,351,,0604350
53203,Bella Vista Elementary,2016,361,2.849002849002849,0604350
103865,Bella Vista Elementary,2017,352,-2.4930747922437675,0604350
175844,Bella Vista Elementary,2018,363,3.125,0604350
223135,Bella Vista Elementary,2019,356,-1.9283746556473829,0604350
40952,Bellevue Union,2015,1904,,0604380
51404,Bellevue Union,2016,1887,-0.8928571428571428,0604380
99781,Bellevue Union,2017,1835,-2.755696873343932,0604380
175117,Bellevue Union,2018,1613,-12.098092643051771,0604380
222178,Bellevue Union,2019,1595,-1.115933044017359,0604380
41289,Bellflower Unified,2015,12663,,0604440
49960,Bellflower Unified,2016,12283,-3.0008686725104634,0604440
99706,Bellflower Unified,2017,11923,-2.930880078156802,0604440
176600,Bellflower Unified,2018,11659,-2.2142078335989264,0604440
221298,Bellflower Unified,2019,11347,-2.6760442576550303,0604440
40119,Belmont-Redwood Shores Elementary,2015,4063,,0604530
53798,Belmont-Redwood Shores Elementary,2016,4212,3.6672409549593894,0604530
98981,Belmont-Redwood Shores Elementary,2017,4307,2.255460588793922,0604530
172340,Belmont-Redwood Shores Elementary,2018,4295,-0.2786162061759926,0604530
221482,Belmont-Redwood Shores Elementary,2019,4304,0.20954598370197902,0604530
40448,Belridge Elementary,2015,36,,0604560
53476,Belridge Elementary,2016,32,-11.11111111111111,0604560
101664,Belridge Elementary,2017,40,25.0,0604560
174434,Belridge Elementary,2018,36,-10.0,0604560
222090,Belridge Elementary,2019,36,0.0,0604560
40638,Benicia Unified,2015,4945,,0604620
53264,Benicia Unified,2016,4852,-1.8806875631951467,0604620
100331,Benicia Unified,2017,4780,-1.483924154987634,0604620
172820,Benicia Unified,2018,4656,-2.594142259414226,0604620
225111,Benicia Unified,2019,4638,-0.3865979381443299,0604620
43365,Bennett Valley Union Elementary,2015,1033,,0604650
46046,Bennett Valley Union Elementary,2016,1030,-0.29041626331074544,0604650
105143,Bennett Valley Union Elementary,2017,1020,-0.9708737864077669,0604650
180086,Bennett Valley Union Elementary,2018,995,-2.450980392156863,0604650
225516,Bennett Valley Union Elementary,2019,999,0.4020100502512563,0604650
42684,Berkeley Unified,2015,10437,,0604740
47344,Berkeley Unified,2016,10225,-2.0312350292229566,0604740
109486,Berkeley Unified,2017,10310,0.8312958435207823,0604740
179681,Berkeley Unified,2018,10154,-1.513094083414161,0604740
225660,Berkeley Unified,2019,9801,-3.4764624778412445,0604740
41886,Berryessa Union Elementary,2015,7446,,0604800
48286,Berryessa Union Elementary,2016,7292,-2.06822455009401,0604800
108388,Berryessa Union Elementary,2017,7097,-2.6741634668129457,0604800
179429,Berryessa Union Elementary,2018,6982,-1.6204029871776808,0604800
224977,Berryessa Union Elementary,2019,6836,-2.0910913778287026,0604800
42109,Beverly Hills Unified,2015,4125,,0604830
46713,Beverly Hills Unified,2016,3999,-3.0545454545454547,0604830
110815,Beverly Hills Unified,2017,3915,-2.100525131282821,0604830
176198,Beverly Hills Unified,2018,3756,-4.061302681992337,0604830
224125,Beverly Hills Unified,2019,3560,-5.218317358892439,0604830
42640,Big Creek Elementary,2015,59,,0604860
66087,Big Creek Elementary,2016,55,-6.779661016949152,0604860
110498,Big Creek Elementary,2017,59,7.2727272727272725,0604860
159233,Big Creek Elementary,2018,45,-23.728813559322035,0604860
224503,Big Creek Elementary,2019,47,4.444444444444445,0604860
42137,Big Lagoon Union Elementary,2015,23,,0604890
66729,Big Lagoon Union Elementary,2016,18,-21.73913043478261,0604890
109981,Big Lagoon Union Elementary,2017,17,-5.555555555555555,0604890
158812,Big Lagoon Union Elementary,2018,19,11.76470588235294,0604890
224897,Big Lagoon Union Elementary,2019,24,26.31578947368421,0604890
41996,Big Pine Unified,2015,172,,0604950
65852,Big Pine Unified,2016,171,-0.5813953488372093,0604950
105765,Big Pine Unified,2017,151,-11.695906432748536,0604950
160826,Big Pine Unified,2018,136,-9.933774834437086,0604950
218917,Big Pine Unified,2019,149,9.558823529411764,0604950
42104,Big Springs Union Elementary,2015,146,,0604980
65224,Big Springs Union Elementary,2016,179,22.602739726027394,0604980
105453,Big Springs Union Elementary,2017,179,0.0,0604980
160275,Big Springs Union Elementary,2018,182,1.675977653631285,0604980
219048,Big Springs Union Elementary,2019,175,-3.8461538461538463,0604980
43375,Big Valley Joint Unified,2015,164,,0605010
69272,Big Valley Joint Unified,2016,147,-10.365853658536585,0605010
107278,Big Valley Joint Unified,2017,135,-8.16326530612245,0605010
156186,Big Valley Joint Unified,2018,127,-5.9259259259259265,0605010
219762,Big Valley Joint Unified,2019,111,-12.598425196850393,0605010
43095,Biggs Unified,2015,602,,0605040
70008,Biggs Unified,2016,617,2.4916943521594686,0605040
105963,Biggs Unified,2017,629,1.9448946515397085,0605040
158427,Biggs Unified,2018,624,-0.7949125596184419,0605040
218492,Biggs Unified,2019,605,-3.0448717948717947,0605040
40443,Bitterwater-Tully Elementary,2015,35,,0605190
68616,Bitterwater-Tully Elementary,2016,32,-8.571428571428571,0605190
90565,Bitterwater-Tully Elementary,2017,34,6.25,0605190
161231,Bitterwater-Tully Elementary,2018,35,2.941176470588235,0605190
218808,Bitterwater-Tully Elementary,2019,40,14.285714285714285,0605190
40109,Black Butte Union Elementary,2015,201,,0605220
55423,Black Butte Union Elementary,2016,213,5.970149253731343,0605220
97107,Black Butte Union Elementary,2017,211,-0.9389671361502347,0605220
170108,Black Butte Union Elementary,2018,210,-0.47393364928909953,0605220
220697,Black Butte Union Elementary,2019,227,8.095238095238095,0605220
41364,Black Oak Mine Unified,2015,1312,,0605240
56057,Black Oak Mine Unified,2016,1249,-4.801829268292683,0605240
95931,Black Oak Mine Unified,2017,1238,-0.8807045636509208,0605240
169609,Black Oak Mine Unified,2018,1245,0.5654281098546041,0605240
220797,Black Oak Mine Unified,2019,1282,2.9718875502008033,0605240
41097,Blake Elementary,2015,8,,0605250
54536,Blake Elementary,2016,11,37.5,0605250
98515,Blake Elementary,2017,13,18.181818181818183,0605250
171225,Blake Elementary,2018,13,0.0,0605250
220862,Blake Elementary,2019,16,23.076923076923077,0605250
40863,Blochman Union Elementary,2015,1242,,0605280
54924,Blochman Union Elementary,2016,1277,2.818035426731079,0605280
98078,Blochman Union Elementary,2017,1313,2.8191072826938135,0605280
170843,Blochman Union Elementary,2018,1283,-2.284843869002285,0605280
220678,Blochman Union Elementary,2019,1310,2.1044427123928293,0605280
45058,Blue Lake Union Elementary,2015,175,,0605400
56310,Blue Lake Union Elementary,2016,169,-3.428571428571429,0605400
95688,Blue Lake Union Elementary,2017,185,9.467455621301776,0605400
162617,Blue Lake Union Elementary,2018,158,-14.594594594594595,0605400
219968,Blue Lake Union Elementary,2019,164,3.79746835443038,0605400
45159,Bogus Elementary,2015,16,,0605490
63491,Bogus Elementary,2016,20,25.0,0605490
93477,Bogus Elementary,2017,13,-35.0,0605490
162084,Bogus Elementary,2018,18,38.46153846153847,0605490
220189,Bogus Elementary,2019,19,5.555555555555555,0605490
43962,Bolinas-Stinson Union,2015,105,,0605520
64356,Bolinas-Stinson Union,2016,85,-19.047619047619047,0605520
93457,Bolinas-Stinson Union,2017,91,7.0588235294117645,0605520
169449,Bolinas-Stinson Union,2018,90,-1.098901098901099,0605520
220515,Bolinas-Stinson Union,2019,90,0.0,0605520
25157,Santa Maria-Bonita,2015,16584,,0605580
74643,Santa Maria-Bonita,2016,16868,1.7124939700916546,0605580
97978,Santa Maria-Bonita,2017,17122,1.5058098174057388,0605580
148347,Santa Maria-Bonita,2018,16940,-1.062959934587081,0605580
181835,Santa Maria-Bonita,2019,16959,0.11216056670602126,0605580
44317,Bonita Unified,2015,10216,,0605610
57171,Bonita Unified,2016,10188,-0.274079874706343,0605610
94558,Bonita Unified,2017,10047,-1.3839811542991753,0605610
168464,Bonita Unified,2018,10014,-0.32845625559868613,0605610
199685,Bonita Unified,2019,9994,-0.19972039145196727,0605610
43957,Bonny Doon Union Elementary,2015,165,,0605640
62959,Bonny Doon Union Elementary,2016,163,-1.2121212121212122,0605640
111254,Bonny Doon Union Elementary,2017,168,3.067484662576687,0605640
162745,Bonny Doon Union Elementary,2018,165,-1.7857142857142856,0605640
192529,Bonny Doon Union Elementary,2019,142,-13.939393939393941,0605640
44236,Borrego Springs Unified,2015,772,,0605700
56583,Borrego Springs Unified,2016,891,15.414507772020725,0605700
131814,Borrego Springs Unified,2017,2443,174.18630751964085,0605700
162687,Borrego Springs Unified,2018,2582,5.6897257470323375,0605700
198415,Borrego Springs Unified,2019,2891,11.967467079783114,0605700
45078,Bradley Union Elementary,2015,81,,0605730
63859,Bradley Union Elementary,2016,214,164.19753086419752,0605730
122555,Bradley Union Elementary,2017,275,28.504672897196258,0605730
162089,Bradley Union Elementary,2018,440,60.0,0605730
191713,Bradley Union Elementary,2019,70,-84.0909090909091,0605730
44834,Brawley Elementary,2015,3911,,0605790
63266,Brawley Elementary,2016,3992,2.0710815648171823,0605790
121780,Brawley Elementary,2017,3980,-0.30060120240480964,0605790
162622,Brawley Elementary,2018,4061,2.0351758793969847,0605790
191870,Brawley Elementary,2019,3994,-1.6498399409012556,0605790
44556,Brawley Union High,2015,1885,,0605820
55171,Brawley Union High,2016,1846,-2.0689655172413794,0605820
123334,Brawley Union High,2017,1857,0.5958829902491874,0605820
170907,Brawley Union High,2018,1943,4.631125471190091,0605820
192055,Brawley Union High,2019,1987,2.2645393721049922,0605820
40818,Brea-Olinda Unified,2015,5835,,0605880
54816,Brea-Olinda Unified,2016,5881,0.7883461868037703,0605880
134769,Brea-Olinda Unified,2017,5918,0.6291447032817548,0605880
171269,Brea-Olinda Unified,2018,5984,1.1152416356877324,0605880
199101,Brea-Olinda Unified,2019,6070,1.4371657754010696,0605880
41042,Brentwood Union Elementary,2015,8710,,0605910
56227,Brentwood Union Elementary,2016,8891,2.0780711825487947,0605910
134498,Brentwood Union Elementary,2017,9027,1.5296367112810707,0605910
169653,Brentwood Union Elementary,2018,9165,1.5287470920571617,0605910
199262,Brentwood Union Elementary,2019,9276,1.2111292962356792,0605910
41274,Bret Harte Union High,2015,716,,0605940
55972,Bret Harte Union High,2016,694,-3.072625698324022,0605940
135486,Bret Harte Union High,2017,686,-1.1527377521613833,0605940
170158,Bret Harte Union High,2018,648,-5.539358600583091,0605940
199409,Bret Harte Union High,2019,639,-1.3888888888888888,0605940
40438,Bridgeville Elementary,2015,34,,0606000
67476,Bridgeville Elementary,2016,25,-26.47058823529412,0606000
135501,Bridgeville Elementary,2017,26,4.0,0606000
157206,Bridgeville Elementary,2018,29,11.538461538461538,0606000
199096,Bridgeville Elementary,2019,44,51.724137931034484,0606000
40423,Brisbane Elementary,2015,437,,0606060
68420,Brisbane Elementary,2016,463,5.949656750572083,0606060
114673,Brisbane Elementary,2017,469,1.2958963282937366,0606060
157775,Brisbane Elementary,2018,468,-0.21321961620469082,0606060
198524,Brisbane Elementary,2019,475,1.4957264957264957,0606060
40533,Buckeye Union Elementary,2015,5209,,0606270
67706,Buckeye Union Elementary,2016,5207,-0.03839508542906508,0606270
115064,Buckeye Union Elementary,2017,5988,14.999039754177069,0606270
158444,Buckeye Union Elementary,2018,6162,2.905811623246493,0606270
